DAT_MED;HR_MED;TEM_INS;UMD_INS;VEN_VEL
2019-02-26;1800;27.3;81.0;1.3
2019-02-26;1900;27.9;76.0;1.4
2019-02-26;2000;27.0;78.0;1.9
2019-02-26;2100;25.7;87.0;0.5
2019-02-26;2200;24.0;91.0;0.5
2019-02-26;2300;23.8;92.0;0.1
2019-02-27;0;23.6;93.0;0.6
2019-02-27;100;23.5;93.0;0.0
2019-02-27;200;23.6;93.0;0.0
2019-02-27;300;23.5;94.0;0.0
2019-02-27;400;23.4;94.0;0.1
2019-02-27;500;23.3;94.0;0.0
2019-02-27;600;23.4;94.0;0.0
2019-02-27;700;23.4;94.0;0.0
2019-02-27;800;23.5;94.0;0.0
2019-02-27;900;23.6;94.0;0.0
2019-02-27;1000;23.8;94.0;0.1
2019-02-27;1100;24.5;93.0;0.1
2019-02-27;1200;25.2;89.0;0.4
2019-02-27;1300;26.9;80.0;0.6
2019-02-27;1400;28.1;78.0;1.5
2019-02-27;1500;30.0;71.0;1.6
2019-02-27;1600;30.4;67.0;1.7
2019-02-27;1700;29.0;75.0;2.1
2019-02-27;1800;27.7;78.0;2.2
2019-02-27;1900;26.6;82.0;1.6
2019-02-27;2000;24.5;90.0;1.8
2019-02-27;2100;24.6;91.0;0.8
2019-02-27;2200;24.8;91.0;0.2
2019-02-27;2300;24.9;91.0;0.4
2019-02-28;0;24.9;90.0;0.1
2019-02-28;100;24.9;92.0;0.0
2019-02-28;200;25.0;89.0;0.0
2019-02-28;300;24.8;90.0;0.0
2019-02-28;400;24.7;92.0;0.0
2019-02-28;500;24.5;92.0;0.0
2019-02-28;600;23.9;92.0;0.2
2019-02-28;700;23.7;93.0;0.3
2019-02-28;800;23.7;93.0;0.0
2019-02-28;900;23.7;93.0;0.0
2019-02-28;1000;23.9;94.0;0.0
2019-02-28;1100;25.0;93.0;0.3
2019-02-28;1200;26.4;84.0;0.6
2019-02-28;1300;27.5;76.0;1.2
2019-02-28;1400;27.3;77.0;1.0
2019-02-28;1500;30.1;68.0;1.0
2019-02-28;1600;29.9;69.0;1.7
2019-02-28;1700;28.2;75.0;2.2
2019-02-28;1800;29.6;71.0;1.6
2019-02-28;1900;29.1;68.0;2.2
2019-02-28;2000;27.5;74.0;2.4
2019-02-28;2100;27.1;78.0;1.5
2019-02-28;2200;26.3;82.0;1.5
2019-02-28;2300;26.2;80.0;1.5
2019-03-01;0;25.8;82.0;1.4
2019-03-01;100;25.3;86.0;0.5
2019-03-01;200;24.7;87.0;0.2
2019-03-01;300;25.0;85.0;0.8
2019-03-01;400;24.6;85.0;0.4
2019-03-01;500;24.0;89.0;0.0
2019-03-01;600;23.7;91.0;0.0
2019-03-01;700;23.6;92.0;0.0
2019-03-01;800;23.6;92.0;0.0
2019-03-01;900;23.8;92.0;0.0
2019-03-01;1000;24.1;91.0;0.0
2019-03-01;1100;25.8;87.0;0.0
2019-03-01;1200;27.9;76.0;0.0
2019-03-01;1300;25.4;90.0;0.4
2019-03-01;1400;27.3;85.0;0.8
2019-03-01;1500;23.5;93.0;1.2
2019-03-01;1600;23.6;93.0;1.2
2019-03-01;1700;25.0;89.0;1.6
2019-03-01;1800;25.9;86.0;0.7
2019-03-01;1900;26.6;82.0;0.8
2019-03-01;2000;26.4;77.0;1.0
2019-03-01;2100;25.9;78.0;0.5
2019-03-01;2200;24.5;86.0;0.0
2019-03-01;2300;24.0;89.0;0.1
2019-03-02;0;23.3;92.0;0.0
2019-03-02;100;23.5;93.0;0.2
2019-03-02;200;23.9;92.0;0.2
2019-03-02;300;23.3;92.0;0.0
2019-03-02;400;23.0;92.0;0.0
2019-03-02;500;22.6;93.0;0.0
2019-03-02;600;22.6;94.0;0.0
2019-03-02;700;22.6;93.0;0.0
2019-03-02;800;22.3;94.0;0.0
2019-03-02;900;22.3;94.0;0.0
2019-03-02;1000;22.8;94.0;0.0
2019-03-02;1100;25.0;89.0;0.6
2019-03-02;1200;27.4;79.0;1.2
2019-03-02;1300;29.7;71.0;0.7
2019-03-02;1400;29.9;71.0;0.8
2019-03-02;1500;30.0;71.0;1.3
2019-03-02;1600;30.7;65.0;1.6
2019-03-02;1700;28.6;73.0;1.9
2019-03-02;1800;25.4;92.0;0.5
2019-03-02;1900;29.7;74.0;1.3
2019-03-02;2000;29.8;70.0;1.9
2019-03-02;2100;27.3;76.0;1.9
2019-03-02;2200;26.6;81.0;1.9
2019-03-02;2300;26.2;82.0;1.1
2019-03-03;0;25.9;84.0;0.8
2019-03-03;100;25.4;87.0;0.3
2019-03-03;200;25.3;89.0;0.3
2019-03-03;300;25.5;89.0;0.4
2019-03-03;400;25.1;89.0;0.7
2019-03-03;500;24.7;90.0;0.4
2019-03-03;600;24.2;91.0;0.2
2019-03-03;700;24.0;92.0;0.2
2019-03-03;800;24.1;91.0;0.1
2019-03-03;900;23.7;92.0;0.3
2019-03-03;1000;23.9;93.0;0.1
2019-03-03;1100;25.3;89.0;0.2
2019-03-03;1200;27.0;81.0;0.5
2019-03-03;1300;28.4;75.0;1.0
2019-03-03;1400;29.5;69.0;0.7
2019-03-03;1500;31.5;62.0;1.1
2019-03-03;1600;29.4;70.0;1.4
2019-03-03;1800;25.5;88.0;0.7
2019-03-03;1900;25.4;89.0;1.7
2019-03-03;2000;26.6;82.0;1.4
2019-03-03;2100;26.3;84.0;0.6
2019-03-03;2200;25.1;87.0;1.6
2019-03-03;2300;25.0;87.0;0.4
2019-03-04;0;24.9;89.0;0.5
2019-03-04;100;24.3;91.0;0.2
2019-03-04;200;24.3;92.0;0.5
2019-03-04;300;24.4;91.0;0.0
2019-03-04;400;24.4;92.0;0.1
2019-03-04;500;24.2;91.0;0.2
2019-03-04;600;23.9;92.0;0.1
2019-03-04;700;23.6;93.0;0.0
2019-03-04;800;23.4;94.0;0.0
2019-03-04;900;23.3;94.0;0.1
2019-03-04;1000;23.8;94.0;0.6
2019-03-04;1100;25.2;91.0;0.3
2019-03-04;1200;27.6;81.0;1.2
2019-03-04;1300;28.4;75.0;1.8
2019-03-04;1400;29.0;71.0;2.2
2019-03-04;1500;29.2;71.0;1.7
2019-03-04;1600;29.0;71.0;2.2
2019-03-04;1700;30.5;61.0;2.3
2019-03-04;1800;31.6;58.0;2.4
2019-03-04;1900;28.9;67.0;2.5
2019-03-04;2000;28.5;68.0;1.8
2019-03-04;2100;27.7;72.0;1.8
2019-03-04;2200;27.0;77.0;1.1
2019-03-04;2300;26.1;83.0;0.7
2019-03-05;0;26.2;83.0;0.3
2019-03-05;100;25.9;85.0;0.0
2019-03-05;200;25.1;90.0;0.0
2019-03-05;300;24.8;92.0;0.1
2019-03-05;400;24.6;92.0;0.1
2019-03-05;500;23.8;93.0;0.8
2019-03-05;600;23.5;93.0;0.1
2019-03-05;700;23.5;93.0;0.2
2019-03-05;800;23.3;93.0;0.0
2019-03-05;900;23.4;94.0;0.0
2019-03-05;1000;23.6;94.0;0.0
2019-03-05;1100;25.8;91.0;0.2
2019-03-05;1200;25.6;86.0;0.9
2019-03-05;1300;27.5;78.0;0.6
2019-03-05;1400;28.3;74.0;0.9
2019-03-05;1500;28.8;78.0;1.1
2019-03-05;1600;29.8;66.0;1.3
2019-03-05;1700;31.5;66.0;1.2
2019-03-05;1800;29.8;71.0;1.5
2019-03-05;1900;29.6;76.0;1.3
2019-03-05;2000;29.0;74.0;1.9
2019-03-05;2100;24.9;92.0;0.9
2019-03-05;2200;24.5;92.0;0.2
2019-03-05;2300;25.0;93.0;0.3
2019-03-06;0;25.0;91.0;0.5
2019-03-06;100;24.7;91.0;0.4
2019-03-06;200;24.8;91.0;0.2
2019-03-06;300;24.6;92.0;0.1
2019-03-06;400;24.2;92.0;0.5
2019-03-06;500;24.0;93.0;0.1
2019-03-06;600;23.9;93.0;0.0
2019-03-06;700;23.9;94.0;0.0
2019-03-06;800;23.8;94.0;0.0
2019-03-06;900;23.8;94.0;0.0
2019-03-06;1000;23.8;94.0;0.3
2019-03-06;1100;25.0;94.0;0.2
2019-03-06;1200;26.4;85.0;1.4
2019-03-06;1300;27.7;80.0;0.8
2019-03-06;1400;27.6;81.0;1.6
2019-03-06;1500;27.7;81.0;0.7
2019-03-06;1600;31.4;64.0;1.4
2019-03-06;1700;31.9;62.0;0.6
2019-03-06;1800;28.4;76.0;2.8
2019-03-06;1900;25.5;89.0;2.1
2019-03-06;2000;24.9;91.0;0.6
2019-03-06;2100;25.1;92.0;0.4
2019-03-06;2200;24.9;93.0;0.6
2019-03-06;2300;24.9;92.0;0.7
2019-03-07;0;24.7;92.0;0.1
2019-03-07;100;24.7;93.0;0.1
2019-03-07;200;24.3;93.0;0.1
2019-03-07;300;24.1;94.0;0.2
2019-03-07;400;24.1;94.0;0.0
2019-03-07;500;24.2;94.0;0.3
2019-03-07;600;23.7;94.0;0.4
2019-03-07;700;22.9;93.0;0.6
2019-03-07;800;22.7;94.0;0.5
2019-03-07;900;22.5;94.0;0.1
2019-03-07;1000;22.5;94.0;0.2
2019-03-07;1100;23.2;94.0;0.7
2019-03-07;1200;23.9;93.0;0.2
2019-03-07;1300;26.5;83.0;0.5
2019-03-07;1400;29.1;70.0;1.1
2019-03-07;1500;28.0;71.0;1.5
2019-03-07;1600;28.7;64.0;1.4
2019-03-07;1700;28.1;72.0;0.9
2019-03-07;1800;27.7;77.0;0.9
2019-03-07;1900;27.9;76.0;1.1
2019-03-07;2000;26.0;88.0;0.6
2019-03-07;2100;26.1;86.0;0.6
2019-03-07;2200;25.7;88.0;0.5
2019-03-07;2300;25.5;88.0;0.2
2019-03-08;0;25.6;88.0;0.1
2019-03-08;100;25.4;89.0;0.0
2019-03-08;200;25.2;89.0;0.4
2019-03-08;300;24.8;91.0;0.0
2019-03-08;400;24.5;93.0;0.3
2019-03-08;500;24.4;93.0;0.2
2019-03-08;600;24.5;93.0;1.0
2019-03-08;700;24.5;93.0;0.6
2019-03-08;800;24.4;93.0;0.2
2019-03-08;900;24.3;93.0;0.0
2019-03-08;1000;24.3;93.0;0.1
2019-03-08;1100;25.4;91.0;0.2
2019-03-08;1200;26.6;84.0;0.8
2019-03-08;1300;28.6;75.0;1.3
2019-03-08;1400;30.3;68.0;1.3
2019-03-08;1500;30.1;65.0;1.4
2019-03-08;1600;29.5;70.0;1.5
2019-03-08;1700;30.3;69.0;1.4
2019-03-08;1800;26.4;88.0;1.3
2019-03-08;1900;28.2;75.0;1.7
2019-03-08;2000;27.3;81.0;0.8
2019-03-08;2100;26.2;88.0;0.5
2019-03-08;2200;25.3;90.0;0.7
2019-03-08;2300;24.9;90.0;0.2
2019-03-09;0;25.0;90.0;0.5
2019-03-09;100;25.0;91.0;0.6
2019-03-09;200;25.4;90.0;0.4
2019-03-09;300;25.0;91.0;0.4
2019-03-09;400;24.8;91.0;0.1
2019-03-09;500;24.6;91.0;0.1
2019-03-09;600;24.4;92.0;0.3
2019-03-09;700;24.3;93.0;0.1
2019-03-09;800;24.0;93.0;0.3
2019-03-09;900;23.7;94.0;0.0
2019-03-09;1000;24.0;94.0;0.6
2019-03-09;1100;26.0;91.0;0.8
2019-03-09;1200;28.4;75.0;1.2
2019-03-09;1300;30.6;69.0;1.5
2019-03-09;1400;30.7;68.0;1.1
2019-03-09;1500;30.7;64.0;1.3
2019-03-09;1600;32.1;61.0;1.4
2019-03-09;1700;25.7;92.0;1.9
2019-03-09;1800;24.4;92.0;1.8
2019-03-09;1900;26.0;92.0;0.2
2019-03-09;2000;26.9;82.0;0.8
2019-03-09;2100;25.8;85.0;0.9
2019-03-09;2200;25.4;89.0;0.3
2019-03-09;2300;25.5;88.0;0.7
2019-03-10;0;25.4;90.0;0.3
2019-03-10;100;25.3;90.0;1.7
2019-03-10;200;23.8;88.0;0.4
2019-03-10;300;23.3;91.0;0.9
2019-03-10;400;23.2;92.0;1.6
2019-03-10;500;23.4;93.0;0.6
2019-03-10;600;23.3;93.0;1.0
2019-03-10;700;23.3;93.0;0.1
2019-03-10;800;23.3;93.0;0.1
2019-03-10;900;23.2;93.0;0.2
2019-03-10;1000;23.3;93.0;0.0
2019-03-10;1100;25.2;89.0;0.7
2019-03-10;1200;27.8;78.0;0.8
2019-03-10;1300;28.8;72.0;1.1
2019-03-10;1400;30.5;67.0;0.5
2019-03-10;1500;30.0;67.0;0.7
2019-03-10;1600;29.3;77.0;1.4
2019-03-10;1700;29.5;74.0;2.2
2019-03-10;1800;25.3;92.0;0.5
2019-03-10;1900;28.0;79.0;1.1
2019-03-10;2000;26.7;81.0;1.7
2019-03-10;2100;25.9;88.0;1.2
2019-03-10;2200;23.9;92.0;2.4
2019-03-10;2300;23.9;93.0;0.3
2019-03-11;0;24.1;93.0;0.0
2019-03-11;100;24.0;93.0;0.4
2019-03-11;200;24.1;93.0;0.0
2019-03-11;300;24.2;93.0;1.5
2019-03-11;400;23.7;93.0;1.3
2019-03-11;500;23.6;93.0;1.0
2019-03-11;600;23.5;93.0;1.3
2019-03-11;700;23.5;93.0;0.0
2019-03-11;800;23.6;94.0;0.0
2019-03-11;900;23.6;94.0;0.0
2019-03-11;1000;23.9;94.0;0.0
2019-03-11;1100;24.7;92.0;0.0
2019-03-11;1200;25.6;86.0;0.3
2019-03-11;1300;26.9;83.0;0.5
2019-03-11;1400;28.6;76.0;1.1
2019-03-11;1500;30.5;68.0;1.0
2019-03-11;1600;32.5;63.0;0.9
2019-03-11;1700;24.8;92.0;1.2
2019-03-11;1800;26.3;91.0;0.3
2019-03-11;1900;23.9;92.0;1.9
2019-03-11;2000;24.5;94.0;0.0
2019-03-11;2100;25.2;94.0;0.7
2019-03-11;2200;25.1;94.0;0.2
2019-03-11;2300;25.1;94.0;0.0
2019-03-12;0;25.2;94.0;0.1
2019-03-12;100;25.0;94.0;0.1
2019-03-12;200;24.9;94.0;0.0
2019-03-12;300;24.9;93.0;0.0
2019-03-12;400;24.7;93.0;0.1
2019-03-12;500;24.6;93.0;0.1
2019-03-12;600;24.6;93.0;0.1
2019-03-12;700;24.5;93.0;0.1
2019-03-12;800;24.4;93.0;0.0
2019-03-12;900;24.1;94.0;0.0
2019-03-12;1000;24.2;94.0;0.0
2019-03-12;1100;26.0;92.0;0.3
2019-03-12;1200;28.5;77.0;1.4
2019-03-12;1300;28.8;75.0;0.8
2019-03-12;1400;30.3;65.0;1.5
2019-03-12;1500;30.5;69.0;1.3
2019-03-12;1600;25.1;91.0;0.9
2019-03-12;1700;24.6;92.0;1.6
2019-03-12;1800;24.7;92.0;0.7
2019-03-12;1900;24.8;93.0;0.5
2019-03-12;2000;24.8;92.0;0.9
2019-03-12;2100;24.9;91.0;0.4
2019-03-12;2200;24.8;92.0;0.5
2019-03-12;2300;24.9;92.0;0.3
2019-03-13;0;24.8;92.0;0.5
2019-03-13;100;24.7;92.0;0.4
2019-03-13;200;24.8;92.0;0.1
2019-03-13;300;24.4;93.0;1.4
2019-03-13;400;22.8;94.0;0.1
2019-03-13;500;23.5;94.0;0.0
2019-03-13;600;23.5;94.0;0.0
2019-03-13;700;23.6;94.0;0.0
2019-03-13;800;23.6;94.0;0.0
2019-03-13;900;23.6;94.0;0.0
2019-03-13;1000;24.0;94.0;0.0
2019-03-13;1100;25.2;93.0;0.1
2019-03-13;1200;26.7;84.0;0.7
2019-03-13;1300;27.9;80.0;1.0
2019-03-13;1400;28.4;79.0;1.0
2019-03-13;1500;28.3;77.0;0.8
2019-03-13;1600;29.2;72.0;1.3
2019-03-13;1700;29.3;74.0;1.4
2019-03-13;1800;31.4;68.0;1.9
2019-03-13;1900;28.6;70.0;2.2
2019-03-13;2000;27.3;79.0;1.7
2019-03-13;2100;26.0;88.0;0.4
2019-03-13;2200;25.2;92.0;0.7
2019-03-13;2300;25.1;93.0;0.3
2019-03-14;0;25.2;93.0;0.0
2019-03-14;100;24.9;93.0;0.1
2019-03-14;200;24.8;93.0;0.0
2019-03-14;300;24.6;93.0;0.1
2019-03-14;400;24.5;93.0;0.1
2019-03-14;500;24.4;94.0;0.4
2019-03-14;600;24.3;94.0;0.0
2019-03-14;700;24.4;94.0;0.4
2019-03-14;800;24.3;94.0;0.2
2019-03-14;900;24.3;94.0;0.0
2019-03-14;1000;24.3;94.0;0.0
2019-03-14;1100;24.6;94.0;0.0
2019-03-14;1200;24.6;93.0;0.2
2019-03-14;1300;24.9;90.0;0.0
2019-03-14;1400;26.0;86.0;0.9
2019-03-14;1500;28.2;76.0;0.8
2019-03-14;1600;29.9;72.0;1.1
2019-03-14;1700;29.9;69.0;1.3
2019-03-14;1800;32.4;61.0;1.1
2019-03-14;1900;28.8;73.0;1.3
2019-03-14;2000;29.7;72.0;1.7
2019-03-14;2100;28.2;73.0;1.3
2019-03-14;2200;27.0;79.0;1.1
2019-03-14;2300;25.5;89.0;1.2
2019-03-15;0;25.5;91.0;1.2
2019-03-15;100;25.5;90.0;0.1
2019-03-15;200;25.4;90.0;1.1
2019-03-15;300;24.8;92.0;0.0
2019-03-15;400;24.7;93.0;0.0
2019-03-15;500;24.4;93.0;0.0
2019-03-15;600;24.2;94.0;0.0
2019-03-15;700;24.3;94.0;0.0
2019-03-15;800;24.7;94.0;0.3
2019-03-15;900;24.6;93.0;0.9
2019-03-15;1000;24.8;93.0;0.3
2019-03-15;1100;25.6;92.0;0.5
2019-03-15;1200;27.7;83.0;1.1
2019-03-15;1300;29.1;75.0;1.4
2019-03-15;1400;29.6;72.0;2.1
2019-03-15;1500;30.4;68.0;2.1
2019-03-15;1600;30.2;67.0;1.8
2019-03-15;1700;28.9;73.0;1.3
2019-03-15;1800;30.7;67.0;0.7
2019-03-15;1900;31.8;63.0;1.1
2019-03-15;2000;29.5;72.0;0.4
2019-03-15;2100;28.5;77.0;0.8
2019-03-15;2200;27.6;82.0;1.4
2019-03-15;2300;27.1;83.0;1.6
2019-03-16;0;26.9;83.0;0.7
2019-03-16;100;26.4;84.0;0.7
2019-03-16;200;26.0;85.0;0.6
2019-03-16;300;25.6;87.0;0.8
2019-03-16;400;25.0;89.0;0.2
2019-03-16;500;24.8;91.0;0.0
2019-03-16;600;24.6;92.0;0.1
2019-03-16;700;24.1;93.0;0.0
2019-03-16;800;24.2;93.0;0.1
2019-03-16;900;24.3;93.0;0.0
2019-03-16;1000;24.7;93.0;0.0
2019-03-16;1100;26.5;88.0;0.5
2019-03-16;1200;27.9;78.0;1.3
2019-03-16;1300;30.0;70.0;1.3
2019-03-16;1400;31.8;61.0;1.3
2019-03-16;1500;31.5;62.0;1.0
2019-03-16;1600;30.2;69.0;1.2
2019-03-16;1700;27.2;90.0;0.7
2019-03-16;1800;29.2;76.0;1.7
2019-03-16;1900;29.6;70.0;2.5
2019-03-16;2000;29.4;69.0;2.4
2019-03-16;2100;28.0;75.0;1.8
2019-03-16;2200;27.2;79.0;1.5
2019-03-16;2300;26.7;81.0;1.0
2019-03-17;0;26.2;83.0;0.6
2019-03-17;100;25.8;85.0;0.2
2019-03-17;200;25.6;86.0;0.0
2019-03-17;300;25.0;91.0;0.3
2019-03-17;400;24.7;91.0;0.0
2019-03-17;500;24.6;92.0;0.0
2019-03-17;600;24.3;92.0;0.0
2019-03-17;700;24.2;93.0;0.0
2019-03-17;800;24.1;93.0;0.0
2019-03-17;900;24.1;93.0;0.0
2019-03-17;1000;24.5;93.0;0.2
2019-03-17;1100;26.8;81.0;0.6
2019-03-17;1200;29.1;73.0;1.6
2019-03-17;1300;29.2;72.0;1.1
2019-03-17;1400;30.2;64.0;2.3
2019-03-17;1500;28.5;71.0;1.9
2019-03-17;1600;30.1;69.0;1.9
2019-03-17;1700;29.1;71.0;1.4
2019-03-17;1800;26.9;84.0;0.4
2019-03-17;1900;28.6;72.0;0.9
2019-03-17;2000;27.4;82.0;0.4
2019-03-17;2100;26.8;84.0;0.7
2019-03-17;2200;26.4;87.0;0.4
2019-03-17;2300;25.7;87.0;0.4
2019-03-18;0;24.8;91.0;0.2
2019-03-18;100;25.1;91.0;0.5
2019-03-18;200;25.2;92.0;0.1
2019-03-18;300;25.2;92.0;0.0
2019-03-18;400;25.0;93.0;0.0
2019-03-18;500;24.9;93.0;0.0
2019-03-18;600;24.8;93.0;0.0
2019-03-18;700;24.8;94.0;0.0
2019-03-18;800;24.5;93.0;0.0
2019-03-18;900;24.4;93.0;0.1
2019-03-18;1000;24.9;94.0;0.4
2019-03-18;1100;26.1;89.0;1.0
2019-03-18;1200;27.0;85.0;0.7
2019-03-18;1300;29.3;71.0;0.9
2019-03-18;1400;28.1;78.0;1.1
2019-03-18;1500;29.6;73.0;1.3
2019-03-18;1600;27.9;80.0;1.7
2019-03-18;1700;27.1;87.0;1.8
2019-03-18;1800;26.6;86.0;1.6
2019-03-18;1900;25.4;91.0;0.1
2019-03-18;2000;25.5;92.0;0.9
2019-03-18;2100;25.5;91.0;0.9
2019-03-18;2200;25.2;91.0;0.1
2019-03-18;2300;25.1;92.0;0.5
2019-03-19;0;25.0;92.0;0.2
2019-03-19;100;24.9;92.0;0.1
2019-03-19;200;24.8;93.0;0.0
2019-03-19;300;24.7;93.0;0.2
2019-03-19;400;24.5;93.0;0.0
2019-03-19;500;24.3;93.0;0.0
2019-03-19;600;24.2;93.0;0.0
2019-03-19;700;24.2;94.0;0.1
2019-03-19;800;24.1;93.0;0.0
2019-03-19;900;23.9;93.0;0.0
2019-03-19;1000;24.2;94.0;0.0
2019-03-19;1100;26.1;91.0;0.5
2019-03-19;1200;28.2;78.0;1.3
2019-03-19;1300;29.9;69.0;1.1
2019-03-19;1400;27.9;86.0;0.7
2019-03-19;1500;29.0;76.0;1.8
2019-03-19;1600;29.6;73.0;1.5
2019-03-19;1700;25.1;93.0;0.3
2019-03-19;1800;24.7;92.0;0.7
2019-03-19;1900;24.6;93.0;0.0
2019-03-19;2000;24.8;93.0;0.2
2019-03-19;2100;25.2;93.0;0.6
2019-03-19;2200;25.1;93.0;0.0
2019-03-19;2300;25.2;93.0;0.0
2019-03-20;0;24.7;92.0;0.4
2019-03-20;100;24.6;92.0;0.0
2019-03-20;200;24.4;93.0;0.3
2019-03-20;300;24.3;93.0;0.0
2019-03-20;400;24.1;93.0;0.0
2019-03-20;500;24.0;94.0;0.0
2019-03-20;600;24.0;94.0;0.0
2019-03-20;700;24.1;94.0;0.9
2019-03-20;800;23.7;93.0;0.4
2019-03-20;900;23.4;93.0;0.0
2019-03-20;1000;23.7;93.0;0.0
2019-03-20;1100;25.1;91.0;0.2
2019-03-20;1200;27.4;80.0;0.8
2019-03-20;1300;28.5;75.0;0.5
2019-03-20;1400;30.4;65.0;1.0
2019-03-20;1500;29.3;72.0;1.4
2019-03-20;1600;26.3;89.0;2.0
2019-03-20;1700;23.6;92.0;0.4
2019-03-20;1800;24.9;89.0;1.5
2019-03-20;1900;26.7;84.0;1.7
2019-03-20;2000;26.8;84.0;1.3
2019-03-20;2100;26.4;86.0;0.6
2019-03-20;2200;25.7;89.0;0.0
2019-03-20;2300;25.5;90.0;0.3
2019-03-21;0;25.4;93.0;0.3
2019-03-21;100;24.9;92.0;0.1
2019-03-21;200;24.8;93.0;0.1
2019-03-21;300;24.8;93.0;0.0
2019-03-21;400;24.8;94.0;0.0
2019-03-21;500;24.7;94.0;0.0
2019-03-21;600;24.8;94.0;0.0
2019-03-21;700;24.9;94.0;0.1
2019-03-21;800;24.8;94.0;0.0
2019-03-21;900;24.8;94.0;0.0
2019-03-21;1000;24.7;94.0;1.2
2019-03-21;1100;24.4;94.0;0.2
2019-03-21;1200;24.4;94.0;0.1
2019-03-21;1300;24.7;93.0;0.1
2019-03-21;1400;25.3;92.0;0.6
2019-03-21;1500;26.5;86.0;0.9
2019-03-21;1600;28.0;81.0;1.0
2019-03-21;1700;27.6;83.0;1.1
2019-03-21;1800;27.9;81.0;1.5
2019-03-21;1900;27.6;80.0;1.6
2019-03-21;2000;27.2;81.0;1.4
2019-03-21;2100;26.3;84.0;1.5
2019-03-21;2200;25.5;89.0;0.5
2019-03-21;2300;24.6;92.0;0.5
2019-03-22;0;24.8;92.0;0.0
2019-03-22;100;25.0;93.0;0.0
2019-03-22;200;25.1;93.0;0.0
2019-03-22;300;24.6;93.0;0.4
2019-03-22;400;24.6;93.0;0.0
2019-03-22;500;24.7;93.0;0.0
2019-03-22;600;24.8;93.0;0.0
2019-03-22;700;24.7;93.0;0.0
2019-03-22;800;24.6;93.0;0.3
2019-03-22;900;24.6;93.0;0.0
2019-03-22;1000;24.9;94.0;0.0
2019-03-22;1100;25.7;92.0;0.4
2019-03-22;1200;26.5;86.0;0.2
2019-03-22;1300;27.0;83.0;0.7
2019-03-22;1400;28.6;77.0;0.7
2019-03-22;1500;27.0;83.0;0.6
2019-03-22;1600;28.0;85.0;0.3
2019-03-22;1700;28.1;81.0;1.0
2019-03-22;1800;26.1;83.0;1.9
2019-03-22;1900;24.6;88.0;1.4
2019-03-22;2000;24.9;89.0;0.3
2019-03-22;2100;25.2;90.0;0.2
2019-03-22;2200;24.7;91.0;0.5
2019-03-22;2300;24.9;92.0;0.2
2019-03-23;0;24.8;93.0;0.0
2019-03-23;100;24.9;93.0;0.6
2019-03-23;200;24.8;93.0;0.9
2019-03-23;300;24.6;92.0;0.0
2019-03-23;400;24.5;92.0;0.1
2019-03-23;500;24.6;92.0;0.0
2019-03-23;600;24.6;92.0;0.4
2019-03-23;700;24.3;91.0;0.0
2019-03-23;800;23.6;92.0;0.3
2019-03-23;900;23.3;93.0;0.1
2019-03-23;1000;22.8;93.0;0.3
2019-03-23;1100;23.6;93.0;0.0
2019-03-23;1200;25.4;90.0;0.9
2019-03-23;1300;27.2;82.0;0.7
2019-03-23;1400;27.4;79.0;1.0
2019-03-23;1500;28.9;74.0;0.9
2019-03-23;1600;29.0;74.0;1.6
2019-03-23;1700;29.0;72.0;1.6
2019-03-23;1800;28.9;72.0;1.2
2019-03-23;1900;28.4;75.0;0.7
2019-03-23;2000;27.9;77.0;1.6
2019-03-23;2100;27.5;79.0;0.4
2019-03-23;2200;25.8;89.0;0.0
2019-03-23;2300;26.2;86.0;0.4
2019-03-24;0;26.0;86.0;0.1
2019-03-24;100;25.3;90.0;0.0
2019-03-24;200;25.5;87.0;0.5
2019-03-24;300;25.0;85.0;0.0
2019-03-24;400;24.9;87.0;0.2
2019-03-24;500;24.8;90.0;0.0
2019-03-24;600;24.6;91.0;0.0
2019-03-24;700;24.6;92.0;0.0
2019-03-24;800;24.5;93.0;0.0
2019-03-24;900;24.5;93.0;0.0
2019-03-24;1000;24.7;92.0;0.3
2019-03-24;1100;25.1;91.0;0.2
2019-03-24;1200;26.7;81.0;0.7
2019-03-24;1300;28.3;72.0;0.8
2019-03-24;1400;27.8;74.0;1.4
2019-03-24;1500;24.3;92.0;0.7
2019-03-24;1600;25.2;91.0;0.4
2019-03-24;1700;25.3;90.0;1.0
2019-03-24;1800;26.2;87.0;0.9
2019-03-24;1900;26.7;81.0;0.5
2019-03-24;2000;26.9;79.0;0.5
2019-03-24;2100;25.9;84.0;0.6
2019-03-24;2200;25.0;88.0;0.2
2019-03-24;2300;24.8;90.0;0.3
2019-03-25;0;24.8;89.0;0.1
2019-03-25;100;24.6;90.0;0.1
2019-03-25;200;24.5;90.0;0.4
2019-03-25;300;24.1;91.0;0.2
2019-03-25;400;24.3;91.0;0.1
2019-03-25;500;24.3;91.0;0.0
2019-03-25;600;24.3;91.0;0.0
2019-03-25;700;24.0;92.0;0.0
2019-03-25;800;23.6;93.0;0.0
2019-03-25;900;23.4;93.0;0.0
2019-03-25;1000;23.9;94.0;0.0
2019-03-25;1100;26.3;85.0;0.6
2019-03-25;1200;27.7;79.0;0.9
2019-03-25;1300;28.2;78.0;0.7
2019-03-25;1400;27.6;81.0;1.0
2019-03-25;1500;27.7;81.0;0.3
2019-03-25;1600;24.7;92.0;0.9
2019-03-25;1700;25.2;92.0;1.3
